"","year","common","totalCatch"
"2014",2014,"Rockfish, group red",0
"2015",2014,"Rockfish, group rosefish",1
"2016",2014,"Rockfish, group shelf",539
"2017",2014,"Rockfish, group slope",0
"2018",2014,"Rockfish, group small",22
"2019",2014,"Rockfish, honeycomb",0
"2020",2014,"Rockfish, kelp",1628
"2021",2014,"Rockfish, Mexican",140
"2022",2014,"Rockfish, olive",2044
"2023",2014,"Rockfish, Pacific ocean per",8
"2024",2014,"Rockfish, pinkrose",0
"2025",2014,"Rockfish, quillback",431
"2026",2014,"Rockfish, redbanded",259
"2027",2014,"Rockfish, rosethorn",142
"2028",2014,"Rockfish, rosy",41
"2029",2014,"Rockfish, shortbelly",55
"2030",2014,"Rockfish, speckled",337
"2031",2014,"Rockfish, splitnose",0
"2032",2014,"Rockfish, squarespot",19
"2033",2014,"Rockfish, starry",496
"2034",2014,"Rockfish, stripetail",4
"2035",2014,"Rockfish, treefish",0
"2036",2014,"Rockfish, unspecified",192
"2037",2014,"Rockfish, vermilion",0
"2038",2014,"Rockfish, widow",0
"2039",2014,"Rockfish, yelloweye",138
"2040",2014,"Rockfish, yellowtail",0
"2041",2014,"Sablefish",0
"2042",2014,"Salmon, Chinook",0
"2043",2014,"Salmon, Roe (Chinook, Coho",0
"2044",2014,"Sanddab",0
"2045",2014,"Sanddab, longfin",2
"2046",2014,"Sanddab, Pacific",0
"2047",2014,"Sardine, juvenile",0
"2048",2014,"Sardine, Pacific",0
"2049",2014,"Sargo",0
"2050",2014,"Scorpionfish, California",119
"2051",2014,"Sculpin, staghorn",0
"2052",2014,"Seabass, white",0
"2053",2014,"Seaperch, striped",0
"2054",2014,"Shad, threadfin",31
"2055",2014,"Shark, bigeye thresher",648
"2056",2014,"Shark, brown smoothhound.",0
"2057",2014,"Shark, horn",35
"2058",2014,"Shark, leopard",0
"2059",2014,"Shark, Pacific angel",0
"2060",2014,"Shark, pelagic thresher",0
"2061",2014,"Shark, sevengill",715
"2062",2014,"Shark, shortfin mako",0
"2063",2014,"Shark, smooth hammerhead.",75
"2064",2014,"Shark, soupfin",0
"2065",2014,"Shark, spiny dogfish",0
"2066",2014,"Shark, swell",133
"2067",2014,"Shark, thresher",0
"2068",2014,"Shark, unspecified",0
"2069",2014,"Shark, white",131
"2070",2014,"Sheephead, California",0
"2071",2014,"Skate, big",0
"2072",2014,"Skate, longnose",0
"2073",2014,"Skate, thornback",0
"2074",2014,"Skate, unspecified",0
"2075",2014,"Smelt, night",0
"2076",2014,"Smelt, surf",0
"2077",2014,"Smelts, true",124
"2078",2014,"Sole, butter",22
"2079",2014,"Sole, Dover",0
"2080",2014,"Sole, English",0
"2081",2014,"Sole, fantail",40
"2082",2014,"Sole, petrale",0
"2083",2014,"Sole, rex",0
"2084",2014,"Sole, rock",0
"2085",2014,"Sole, sand",0
"2086",2014,"Sole, unspecified",0
"2087",2014,"Splittail",185
"2088",2014,"Stingray",3
"2089",2014,"Surfperch, barred",0
"2090",2014,"Surfperch, black",247
"2091",2014,"Surfperch, calico",136
"2092",2014,"Surfperch, pile",21
"2093",2014,"Surfperch, rainbow",98
"2094",2014,"Surfperch, redtail",0
"2095",2014,"Surfperch, rubberlip",144
"2096",2014,"Surfperch, shiner",0
"2097",2014,"Surfperch, unspecified",0
"2098",2014,"Surfperch, walleye",440
"2099",2014,"Surfperch, white",22
"2100",2014,"Swordfish",0
"2101",2014,"Thornyhead, longspine",0
"2102",2014,"Thornyhead, shortspine",0
"2103",2014,"Thornyheads",0
"2104",2014,"Tomcod, Pacific",888
"2105",2014,"Trawled fish, unspecified",558
