"","year","common","totalCatch"
"1",2003,"Anchovy, northern",0
"2",2003,"Barracuda, California",0
"3",2003,"Bass, giant sea",0
"4",2003,"Blacksmith",1
"5",2003,"Bonito, Pacific",0
"6",2003,"Bullhead, brown",328
"7",2003,"Butterfish (Pacific pompano)",0
"8",2003,"Cabezon",0
"9",2003,"Carp",0
"10",2003,"Cod, Pacific",42
"11",2003,"Croaker, unspecifed",0
"12",2003,"Croaker, white",0
"13",2003,"Dolphin (fish)",0
"14",2003,"Eel, California moray",93
"15",2003,"Eel, monkeyface (prickleback)..",97
"16",2003,"Escolar",0
"17",2003,"Fish, unspecified",254
"18",2003,"Flounder, arrowtooth",0
"19",2003,"Flounder, starry",0
"20",2003,"Flounder, unspecified",0
"21",2003,"Flyingfish",11
"22",2003,"Goby, yellowfin",493
"23",2003,"Greenling, kelp",0
"24",2003,"Grenadier",0
"25",2003,"Guitarfish, shovelnose",0
"26",2003,"Halfmoon",8
"27",2003,"Halibut, California",0
"28",2003,"Herring, Pacific",0
"29",2003,"Herring, Pacific - roe",0
"30",2003,"Herring, Pacific - roe on kelp",0
"31",2003,"Jacksmelt",0
"32",2003,"Kelpfish, giant",0
"33",2003,"Lingcod",0
"34",2003,"Lizardfish, California",427
"35",2003,"Louvar",976
"36",2003,"Mackerel, jack",0
"37",2003,"Mackerel, Pacific",0
"38",2003,"Midshipman, plainfin",18
"39",2003,"Mudsucker, longjaw",12
"40",2003,"Mullet, striped",0
"41",2003,"Opah",0
"42",2003,"Opaleye",869
"43",2003,"Pomfret, Pacific",196
"44",2003,"Queenfish",0
"45",2003,"Ray, bat",16
"46",2003,"Ray, Pacific electric",400
"47",2003,"Ray, unspecified",0
"48",2003,"Rockfish, aurora",0
"49",2003,"Rockfish, bank",0
"50",2003,"Rockfish, black",0
"51",2003,"Rockfish, black-and-yellow",0
"52",2003,"Rockfish, blackgill",0
"53",2003,"Rockfish, blue",0
"54",2003,"Rockfish, bocaccio",1173
"55",2003,"Rockfish, brown",0
"56",2003,"Rockfish, canary",436
"57",2003,"Rockfish, chilipepper",0
"58",2003,"Rockfish, China",0
"59",2003,"Rockfish, copper",0
"60",2003,"Rockfish, cowcod",8
"61",2003,"Rockfish, darkblotched",0
"62",2003,"Rockfish, flag",54
"63",2003,"Rockfish, gopher",0
"64",2003,"Rockfish, grass",0
"65",2003,"Rockfish, greenblotched",24
"66",2003,"Rockfish, greenspotted",670
"67",2003,"Rockfish, greenstriped",691
"68",2003,"Rockfish, group black/blue",93
"69",2003,"Rockfish, group bolina",0
"70",2003,"Rockfish, group deepwater reds",0
"71",2003,"Rockfish, group gopher",0
"72",2003,"Rockfish, group nearshore",327
"73",2003,"Rockfish, group red",0
"74",2003,"Rockfish, group rosefish",0
"75",2003,"Rockfish, group shelf",292
"76",2003,"Rockfish, group slope",0
"77",2003,"Rockfish, group small",0
"78",2003,"Rockfish, kelp",0
"79",2003,"Rockfish, Mexican",0
"80",2003,"Rockfish, olive",0
"81",2003,"Rockfish, pink",6
"82",2003,"Rockfish, quillback",274
"83",2003,"Rockfish, redbanded",294
"84",2003,"Rockfish, rosethorn",11
"85",2003,"Rockfish, rosy",0
"86",2003,"Rockfish, shortbelly",1123
"87",2003,"Rockfish, speckled",0
"88",2003,"Rockfish, splitnose",0
"89",2003,"Rockfish, squarespot",0
"90",2003,"Rockfish, starry",46
"91",2003,"Rockfish, swordspine",0
"92",2003,"Rockfish, treefish",0
"93",2003,"Rockfish, unspecified",0
"94",2003,"Rockfish, vermilion",0
"95",2003,"Rockfish, widow",0
"96",2003,"Rockfish, yelloweye",15
"97",2003,"Rockfish, yellowtail",0
"98",2003,"Sablefish",0
"99",2003,"Salmon",90
"100",2003,"Salmon, Chinook",0
"101",2003,"Salmon, Roe (Chinook and Coho",185
"102",2003,"Sanddab",0
"103",2003,"Sanddab, Pacific",0
"104",2003,"Sardine, Pacific",0
"105",2003,"Sargo",0
"106",2003,"Scorpionfish, California",241
"107",2003,"Sculpin, staghorn",0
"108",2003,"Seabass, white",0
"109",2003,"Senorita",0
"110",2003,"Shad, threadfin",173
"111",2003,"Shark, bigeye thresher",827
"112",2003,"Shark, blue",110
"113",2003,"Shark, brown smoothhound",0
"114",2003,"Shark, gray smoothhound",7
"115",2003,"Shark, leopard",0
"116",2003,"Shark, Pacific angel",0
"117",2003,"Shark, pelagic thresher",0
"118",2003,"Shark, sevengill",358
"119",2003,"Shark, shortfin mako",0
"120",2003,"Shark, sixgill",83
"121",2003,"Shark, smooth hammerhead",170
"122",2003,"Shark, soupfin",0
"123",2003,"Shark, spiny dogfish",0
"124",2003,"Shark, swell",401
"125",2003,"Shark, thresher",0
"126",2003,"Shark, unspecified",0
"127",2003,"Sheephead, California",0
"128",2003,"Skate, big",90
"129",2003,"Skate, unspecified",0
"130",2003,"Smelt, night",0
"131",2003,"Smelt, surf",0
"132",2003,"Smelts, true",5
"133",2003,"Sole, Dover",0
"134",2003,"Sole, English",0
"135",2003,"Sole, fantail",50
"136",2003,"Sole, petrale",0
"137",2003,"Sole, rex",0
"138",2003,"Sole, rock",0
"139",2003,"Sole, sand",0
"140",2003,"Sole, unspecified",0
"141",2003,"Stickleback, threespine",7
"142",2003,"Stingray",15
"143",2003,"Sunfish, ocean",0
"144",2003,"Surfperch, barred",0
"145",2003,"Surfperch, black",3
"146",2003,"Surfperch, calico",150
"147",2003,"Surfperch, pile",5
"148",2003,"Surfperch, rainbow",3
"149",2003,"Surfperch, redtail",173
"150",2003,"Surfperch, rubberlip",19
"151",2003,"Surfperch, shiner",8
"152",2003,"Surfperch, unspecified",0
"153",2003,"Surfperch, walleye",26
"154",2003,"Swordfish",0
"155",2003,"Thornyhead, longspine",0
"156",2003,"Thornyhead, shortspine",0
"157",2003,"Thornyheads",0
"158",2003,"Tomcod, Pacific",0
"159",2003,"Topsmelt",0
"160",2003,"Tuna, albacore",0
"161",2003,"Tuna, bigeye",0
"162",2003,"Tuna, bluefin",0
"163",2003,"Tuna, skipjack",0
"164",2003,"Tuna, unspecified",21
"165",2003,"Tuna, yellowfin",324
"166",2003,"Turbot",0
"167",2003,"Turbot, curlfin",4
"168",2003,"Wahoo",85
"169",2003,"Whitefish, ocean",0
"170",2003,"Whiting, Pacific",297
"171",2003,"Yellowtail",0
"172",2004,"Anchovy, deepbody",14
"173",2004,"Anchovy, northern",0
"174",2004,"Barracuda, California",0
"175",2004,"Bass, giant sea",0
"176",2004,"Blacksmith",1
"177",2004,"Bonito, Pacific",0
"178",2004,"Butterfish (Pacific pompano)..",0
"179",2004,"Cabezon",0
"180",2004,"Carp",0
"181",2004,"Cod, Pacific",26
"182",2004,"Croaker, black",0
"183",2004,"Croaker, unspecifed",0
"184",2004,"Croaker, white",0
"185",2004,"Dolphin (fish)",0
"186",2004,"Eel",2
"187",2004,"Eel, California moray",0
"188",2004,"Eel, monkeyface (prickleback)",159
"189",2004,"Eel, wolf (wolf-eel)",41
"190",2004,"Escolar",0
"191",2004,"Fish, unspecified",976
"192",2004,"Flounder, arrowtooth",0
"193",2004,"Flounder, starry",0
"194",2004,"Flounder, unspecified",0
"195",2004,"Flyingfish",10
"196",2004,"Goby, yellowfin",27
"197",2004,"Greenling, kelp",0
"198",2004,"Grenadier",0
"199",2004,"Guitarfish, shovelnose",0
"200",2004,"Hagfishes",0
"201",2004,"Halfmoon",2
"202",2004,"Halibut, California",0
"203",2004,"Halibut, unspecified",16
"204",2004,"Herring, Pacific",0
"205",2004,"Herring, Pacific - roe",0
"206",2004,"Herring, Pacific - roe on kelp",0
"207",2004,"Jacks, unspecified",5
"208",2004,"Jacksmelt",0
"209",2004,"Kelpfishes",1
"210",2004,"Lingcod",0
"211",2004,"Lizardfish, California",63
"212",2004,"Louvar",648
"213",2004,"Mackerel, jack",83
"214",2004,"Mackerel, Pacific",0
"215",2004,"Mackerel, unspecified",190
"216",2004,"Oilfish",0
"217",2004,"Opah",0
"218",2004,"Opaleye",71
"219",2004,"Pomfret, Pacific",358
"220",2004,"Queenfish",0
"221",2004,"Ray, bat",209
"222",2004,"Ray, Pacific electric",965
"223",2004,"Ray, unspecified",19
"224",2004,"Rockfish, aurora",375
"225",2004,"Rockfish, bank",0
"226",2004,"Rockfish, black",0
"227",2004,"Rockfish, black-and-yellow",0
"228",2004,"Rockfish, blackgill",0
"229",2004,"Rockfish, blue",0
"230",2004,"Rockfish, bocaccio",0
"231",2004,"Rockfish, bronzespotted",42
"232",2004,"Rockfish, brown",0
"233",2004,"Rockfish, canary",491
"234",2004,"Rockfish, chameleon",0
"235",2004,"Rockfish, chilipepper",0
"236",2004,"Rockfish, China",0
"237",2004,"Rockfish, copper",0
"238",2004,"Rockfish, copper (whitebelly)..",328
"239",2004,"Rockfish, cowcod",68
"240",2004,"Rockfish, darkblotched",0
"241",2004,"Rockfish, flag",57
"242",2004,"Rockfish, gopher",0
"243",2004,"Rockfish, grass",0
"244",2004,"Rockfish, greenblotched",7
"245",2004,"Rockfish, greenspotted",542
"246",2004,"Rockfish, greenstriped",208
"247",2004,"Rockfish, group bolina",0
"248",2004,"Rockfish, group deep nearshore.",302
"249",2004,"Rockfish, group deepwater reds..",354
"250",2004,"Rockfish, group gopher",0
"251",2004,"Rockfish, group nearshore",56
"252",2004,"Rockfish, group red",0
"253",2004,"Rockfish, group rosefish",0
"254",2004,"Rockfish, group shelf",403
"255",2004,"Rockfish, group slope",0
"256",2004,"Rockfish, group small",841
"257",2004,"Rockfish, honeycomb",0
"258",2004,"Rockfish, kelp",0
"259",2004,"Rockfish, Mexican",48
"260",2004,"Rockfish, olive",0
"261",2004,"Rockfish, Pacific ocean perch",118
"262",2004,"Rockfish, pink",12
"263",2004,"Rockfish, quillback",1053
"264",2004,"Rockfish, redbanded",214
"265",2004,"Rockfish, rosethorn",46
"266",2004,"Rockfish, rosy",369
"267",2004,"Rockfish, shortbelly",87
"268",2004,"Rockfish, speckled",22
"269",2004,"Rockfish, splitnose",0
"270",2004,"Rockfish, squarespot",2
"271",2004,"Rockfish, starry",201
"272",2004,"Rockfish, stripetail",248
"273",2004,"Rockfish, treefish",1136
"274",2004,"Rockfish, unspecified",0
"275",2004,"Rockfish, vermilion",0
"276",2004,"Rockfish, widow",0
"277",2004,"Rockfish, yelloweye",43
"278",2004,"Rockfish, yellowtail",0
"279",2004,"Sablefish",0
"280",2004,"Salmon",0
"281",2004,"Salmon, Chinook",0
"282",2004,"Salmon, Roe (Chinook and Coh",221
"283",2004,"Sanddab",0
"284",2004,"Sanddab, longfin",4
"285",2004,"Sanddab, Pacific",228
"286",2004,"Sardine, Pacific",0
"287",2004,"Sargo",2
"288",2004,"Scorpionfish, California",0
"289",2004,"Sculpin, staghorn",0
"290",2004,"Seabass, white",0
"291",2004,"Shark, basking",77
"292",2004,"Shark, bigeye thresher",215
"293",2004,"Shark, blacktip",0
"294",2004,"Shark, blue",28
"295",2004,"Shark, brown smoothhound",0
"296",2004,"Shark, gray smoothhound",0
"297",2004,"Shark, horn",30
"298",2004,"Shark, leopard",0
"299",2004,"Shark, Pacific angel",0
"300",2004,"Shark, pelagic thresher",120
"301",2004,"Shark, sevengill",308
"302",2004,"Shark, shortfin mako",0
"303",2004,"Shark, soupfin",0
"304",2004,"Shark, spiny dogfish",0
"305",2004,"Shark, swell",147
"306",2004,"Shark, thresher",0
"307",2004,"Shark, unspecified",0
"308",2004,"Shark, white",0
"309",2004,"Sharks, cow",0
"310",2004,"Sheephead, California",0
"311",2004,"Silversides",256
"312",2004,"Skate, California",47
"313",2004,"Skate, thornback",0
"314",2004,"Skate, unspecified",0
"315",2004,"Smelt, night",0
"316",2004,"Smelt, surf",0
"317",2004,"Smelts, true",229
"318",2004,"Sole, Dover",0
"319",2004,"Sole, English",0
"320",2004,"Sole, fantail",2
"321",2004,"Sole, petrale",0
"322",2004,"Sole, rex",0
"323",2004,"Sole, rock",0
"324",2004,"Sole, sand",0
"325",2004,"Sole, unspecified",0
"326",2004,"Stingray",0
"327",2004,"Surfperch, barred",0
"328",2004,"Surfperch, black",52
"329",2004,"Surfperch, pile",42
"330",2004,"Surfperch, rainbow",8
"331",2004,"Surfperch, redtail",149
"332",2004,"Surfperch, rubberlip",77
"333",2004,"Surfperch, shiner",0
"334",2004,"Surfperch, unspecified",0
"335",2004,"Surfperch, walleye",64
"336",2004,"Swordfish",0
"337",2004,"Thornyhead, longspine",0
"338",2004,"Thornyhead, shortspine",0
"339",2004,"Thornyheads",0
"340",2004,"Tomcod, Pacific",544
"341",2004,"Tuna, albacore",0
"342",2004,"Tuna, bigeye",0
"343",2004,"Tuna, bluefin",0
"344",2004,"Tuna, skipjack",310
"345",2004,"Tuna, unspecified",925
"346",2004,"Tuna, yellowfin",918
"347",2004,"Turbot",0
"348",2004,"Wahoo",9
"349",2004,"Whitefish, ocean",0
"350",2004,"Whiting, Pacific",541
"351",2004,"Wrasse, rock",3
"352",2004,"Yellowtail",0
"353",2004,"Zebraperch",0
"354",2005,"Anchovy, northern",0
"355",2005,"Barracuda, California",0
"356",2005,"Bass, giant sea",0
"357",2005,"Blackfish, Sacramento",2
"358",2005,"Blacksmith",0
"359",2005,"Bonito, Pacific",0
"360",2005,"Butterfish (Pacific pompano)..",0
"361",2005,"Cabezon",0
"362",2005,"Carp",0
"363",2005,"Croaker, unspecifed",0
"364",2005,"Croaker, white",0
"365",2005,"Dolphin (fish)",109
"366",2005,"Eel, California moray",692
"367",2005,"Eel, monkeyface (prickleback)",99
"368",2005,"Escolar",189
"369",2005,"Fish, unspecified",25
"370",2005,"Flounder, arrowtooth",0
"371",2005,"Flounder, starry",0
"372",2005,"Flounder, unspecified",1773
"373",2005,"Goby, yellowfin",79
"374",2005,"Greenling, kelp",0
"375",2005,"Grenadier",0
"376",2005,"Guitarfish, shovelnose",0
"377",2005,"Hagfishes",0
"378",2005,"Halfmoon",0
"379",2005,"Halibut, California",0
"380",2005,"Herring, Pacific",0
"381",2005,"Herring, Pacific - roe",0
"382",2005,"Jacksmelt",0
"383",2005,"Kelpfishes",0
"384",2005,"Lingcod",0
"385",2005,"Lizardfish, California",393
"386",2005,"Louvar",230
"387",2005,"Mackerel, bullet",45
"388",2005,"Mackerel, jack",0
"389",2005,"Mackerel, Pacific",0
"390",2005,"Midshipman, plainfin",0
"391",2005,"Mudsucker, longjaw",130
"392",2005,"Oilfish",102
"393",2005,"Opah",0
"394",2005,"Opaleye",0
"395",2005,"Pomfret, Pacific",234
"396",2005,"Ratfish, spotted",2
"397",2005,"Ray, bat",271
"398",2005,"Ray, Pacific electric",0
"399",2005,"Ray, unspecified",0
"400",2005,"Rockfish, aurora",721
"401",2005,"Rockfish, bank",0
"402",2005,"Rockfish, black",0
"403",2005,"Rockfish, black-and-yellow",0
"404",2005,"Rockfish, blackgill",0
"405",2005,"Rockfish, blue",0
"406",2005,"Rockfish, bocaccio",0
"407",2005,"Rockfish, bronzespotted",0
"408",2005,"Rockfish, brown",0
"409",2005,"Rockfish, canary",0
"410",2005,"Rockfish, chilipepper",0
"411",2005,"Rockfish, China",0
"412",2005,"Rockfish, copper",0
"413",2005,"Rockfish, cowcod",3
"414",2005,"Rockfish, darkblotched",0
"415",2005,"Rockfish, flag",42
"416",2005,"Rockfish, gopher",0
"417",2005,"Rockfish, grass",0
"418",2005,"Rockfish, greenblotched",188
"419",2005,"Rockfish, greenspotted",689
"420",2005,"Rockfish, greenstriped",75
"421",2005,"Rockfish, group black/blue",463
"422",2005,"Rockfish, group bolina",0
"423",2005,"Rockfish, group deep nearshore.",0
"424",2005,"Rockfish, group gopher",0
"425",2005,"Rockfish, group nearshore",57
"426",2005,"Rockfish, group red",0
"427",2005,"Rockfish, group rosefish",0
"428",2005,"Rockfish, group shelf",2042
"429",2005,"Rockfish, group slope",0
"430",2005,"Rockfish, group small",961
"431",2005,"Rockfish, kelp",1804
"432",2005,"Rockfish, Mexican",19
"433",2005,"Rockfish, olive",0
"434",2005,"Rockfish, Pacific ocean perch",6
"435",2005,"Rockfish, pink",74
"436",2005,"Rockfish, quillback",933
"437",2005,"Rockfish, redbanded",100
"438",2005,"Rockfish, rosethorn",0
"439",2005,"Rockfish, rosy",32
"440",2005,"Rockfish, speckled",64
"441",2005,"Rockfish, splitnose",810
"442",2005,"Rockfish, squarespot",0
"443",2005,"Rockfish, starry",146
"444",2005,"Rockfish, treefish",0
"445",2005,"Rockfish, unspecified",0
"446",2005,"Rockfish, vermilion",0
"447",2005,"Rockfish, widow",1257
"448",2005,"Rockfish, yelloweye",46
"449",2005,"Rockfish, yellowtail",0
"450",2005,"Sablefish",0
"451",2005,"Salmon",456
"452",2005,"Salmon, Chinook",0
"453",2005,"Salmon, pink",3
"454",2005,"Salmon, Roe (Chinook, Coho)",319
"455",2005,"Sanddab",0
"456",2005,"Sanddab, Pacific",0
"457",2005,"Sanddab, speckled",3
"458",2005,"Sardine, Pacific",0
"459",2005,"Sargo",0
"460",2005,"Scorpionfish, California",0
"461",2005,"Sculpin, staghorn",0
"462",2005,"Seabass, white",0
"463",2005,"Senorita",0
"464",2005,"Shark, bigeye thresher",170
"465",2005,"Shark, brown smoothhound",0
"466",2005,"Shark, gray smoothhound",49
"467",2005,"Shark, horn",0
"468",2005,"Shark, leopard",0
"469",2005,"Shark, Pacific angel",0
"470",2005,"Shark, pelagic thresher",54
"471",2005,"Shark, sevengill",422
"472",2005,"Shark, shortfin mako",0
"473",2005,"Shark, sixgill",46
"474",2005,"Shark, smooth hammerhead",158
"475",2005,"Shark, soupfin",0
"476",2005,"Shark, spiny dogfish",683
"477",2005,"Shark, swell",20
"478",2005,"Shark, thresher",0
"479",2005,"Shark, unspecified",0
"480",2005,"Shark, white",60
"481",2005,"Sheephead, California",0
"482",2005,"Skate, unspecified",0
"483",2005,"Smelt, night",0
"484",2005,"Smelt, surf",110
"485",2005,"Smelts, true",0
"486",2005,"Sole, butter",141
"487",2005,"Sole, Dover",0
"488",2005,"Sole, English",0
"489",2005,"Sole, fantail",10
"490",2005,"Sole, petrale",0
"491",2005,"Sole, rex",0
"492",2005,"Sole, rock",0
"493",2005,"Sole, sand",0
"494",2005,"Sole, unspecified",0
"495",2005,"Stingray",0
"496",2005,"Surfperch, barred",0
"497",2005,"Surfperch, black",8
"498",2005,"Surfperch, pile",0
"499",2005,"Surfperch, rainbow",66
"500",2005,"Surfperch, redtail",12
"501",2005,"Surfperch, rubberlip",9
"502",2005,"Surfperch, shiner",198
"503",2005,"Surfperch, unspecified",0
"504",2005,"Surfperch, walleye",30
"505",2005,"Swordfish",0
"506",2005,"Thornyhead, longspine",0
"507",2005,"Thornyhead, shortspine",0
"508",2005,"Thornyheads",0
"509",2005,"Tuna, albacore",0
"510",2005,"Tuna, bigeye",0
"511",2005,"Tuna, bluefin",0
"512",2005,"Tuna, skipjack",605
"513",2005,"Tuna, unspecified",0
"514",2005,"Tuna, yellowfin",1639
"515",2005,"Turbot",0
"516",2005,"Wahoo",60
"517",2005,"Whitefish, ocean",0
"518",2005,"Whiting, Pacific",0
"519",2005,"Wrasse, rock",1
"520",2005,"Yellowtail",0
"521",2005,"Zebraperch",0
"522",2006,"Anchovy, northern",0
"523",2006,"Barracuda, California",0
"524",2006,"Bass, giant sea",0
"525",2006,"Blacksmith",0
"526",2006,"Bonito, Pacific",0
"527",2006,"Butterfish (Pacific pompano)..",0
"528",2006,"Cabezon",0
"529",2006,"Carp",0
"530",2006,"Croaker, unspecifed",0
"531",2006,"Croaker, white",0
"532",2006,"Dolphin (fish)",0
"533",2006,"Eel, California moray",1
"534",2006,"Eel, monkeyface (prickleback)",77
"535",2006,"Escolar",877
"536",2006,"Fish, unspecified",14
"537",2006,"Flounder, arrowtooth",0
"538",2006,"Flounder, starry",0
"539",2006,"Flounder, unspecified",0
"540",2006,"Goby, yellowfin",25
"541",2006,"Greenling, kelp",0
"542",2006,"Grenadier",0
"543",2006,"Grouper, broomtail",0
"544",2006,"Guitarfish, shovelnose",0
"545",2006,"Hagfishes",0
"546",2006,"Halfmoon",51
"547",2006,"Halibut, California",0
"548",2006,"Halibut, Pacific",0
"549",2006,"Herring, Pacific",0
"550",2006,"Herring, Pacific - roe",0
"551",2006,"Herring, Pacific - roe on kelp",520
"552",2006,"Jacksmelt",0
"553",2006,"Lingcod",0
"554",2006,"Lizardfish, California",0
"555",2006,"Louvar",867
"556",2006,"Mackerel, jack",0
"557",2006,"Mackerel, Pacific",0
"558",2006,"Midshipman, plainfin",11
"559",2006,"Mudsucker, longjaw",21
"560",2006,"Opah",0
"561",2006,"Opaleye",21
"562",2006,"Pomfret, Pacific",26
"563",2006,"Ratfish, spotted",3
"564",2006,"Ray, bat",0
"565",2006,"Ray, Pacific electric",0
"566",2006,"Ray, unspecified",10
"567",2006,"Rockfish, aurora",308
"568",2006,"Rockfish, bank",0
"569",2006,"Rockfish, black",0
"570",2006,"Rockfish, black-and-yellow",0
"571",2006,"Rockfish, blackgill",0
"572",2006,"Rockfish, blue",0
"573",2006,"Rockfish, bocaccio",0
"574",2006,"Rockfish, bronzespotted",29
"575",2006,"Rockfish, brown",0
"576",2006,"Rockfish, canary",0
"577",2006,"Rockfish, chilipepper",0
"578",2006,"Rockfish, China",0
"579",2006,"Rockfish, copper",0
"580",2006,"Rockfish, darkblotched",0
"581",2006,"Rockfish, flag",530
"582",2006,"Rockfish, gopher",0
"583",2006,"Rockfish, grass",0
"584",2006,"Rockfish, greenblotched",986
"585",2006,"Rockfish, greenspotted",386
"586",2006,"Rockfish, greenstriped",22
"587",2006,"Rockfish, group bolina",0
"588",2006,"Rockfish, group deep nearshore.",500
"589",2006,"Rockfish, group gopher",0
"590",2006,"Rockfish, group nearshore",858
"591",2006,"Rockfish, group red",0
"592",2006,"Rockfish, group rosefish",0
"593",2006,"Rockfish, group shelf",0
"594",2006,"Rockfish, group slope",0
"595",2006,"Rockfish, group small",0
"596",2006,"Rockfish, honeycomb",18
"597",2006,"Rockfish, kelp",1551
"598",2006,"Rockfish, Mexican",818
"599",2006,"Rockfish, olive",0
"600",2006,"Rockfish, Pacific ocean perch",39
"601",2006,"Rockfish, quillback",1031
"602",2006,"Rockfish, redbanded",2
"603",2006,"Rockfish, rosethorn",66
"604",2006,"Rockfish, rosy",787
"605",2006,"Rockfish, shortbelly",0
"606",2006,"Rockfish, speckled",646
"607",2006,"Rockfish, splitnose",0
"608",2006,"Rockfish, starry",275
"609",2006,"Rockfish, swordspine",25
"610",2006,"Rockfish, treefish",0
"611",2006,"Rockfish, unspecified",0
"612",2006,"Rockfish, vermilion",0
"613",2006,"Rockfish, widow",0
"614",2006,"Rockfish, yelloweye",2
"615",2006,"Rockfish, yellowtail",0
"616",2006,"Sablefish",0
"617",2006,"Salmon, Chinook",0
"618",2006,"Salmon, Roe (Chinook, Coho)",93
"619",2006,"Sanddab",0
"620",2006,"Sanddab, Pacific",0
"621",2006,"Sardine, Pacific",0
"622",2006,"Sargo",0
"623",2006,"Scorpionfish, California",0
"624",2006,"Sculpin, staghorn",0
"625",2006,"Seabass, white",0
"626",2006,"Senorita",0
"627",2006,"Shad, American",152
"628",2006,"Shad, threadfin",19
"629",2006,"Shark, bigeye thresher",0
"630",2006,"Shark, brown smoothhound",0
"631",2006,"Shark, gray smoothhound",0
"632",2006,"Shark, horn",13
"633",2006,"Shark, leopard",0
"634",2006,"Shark, Pacific angel",0
"635",2006,"Shark, pelagic thresher",203
"636",2006,"Shark, sevengill",378
"637",2006,"Shark, shortfin mako",0
"638",2006,"Shark, smooth hammerhead",398
"639",2006,"Shark, soupfin",0
"640",2006,"Shark, spiny dogfish",0
"641",2006,"Shark, swell",207
"642",2006,"Shark, thresher",0
"643",2006,"Shark, unspecified",0
"644",2006,"Shark, white",411
"645",2006,"Sharks, cow",0
"646",2006,"Sheephead, California",0
"647",2006,"Silversides",0
"648",2006,"Skate, thornback",0
"649",2006,"Skate, unspecified",0
"650",2006,"Smelt, night",276
"651",2006,"Smelt, surf",572
"652",2006,"Sole, butter",157
"653",2006,"Sole, Dover",0
"654",2006,"Sole, English",0
"655",2006,"Sole, petrale",0
"656",2006,"Sole, rex",0
"657",2006,"Sole, rock",0
"658",2006,"Sole, sand",0
"659",2006,"Sole, unspecified",0
"660",2006,"Stingray",143
"661",2006,"Sunfish, ocean",6
"662",2006,"Surfperch, barred",0
"663",2006,"Surfperch, black",6
"664",2006,"Surfperch, pile",0
"665",2006,"Surfperch, rainbow",6
"666",2006,"Surfperch, redtail",95
"667",2006,"Surfperch, rubberlip",77
"668",2006,"Surfperch, shiner",135
"669",2006,"Surfperch, unspecified",0
"670",2006,"Surfperch, walleye",45
"671",2006,"Swordfish",0
"672",2006,"Thornyhead, longspine",0
"673",2006,"Thornyhead, shortspine",0
"674",2006,"Thornyheads",0
"675",2006,"Topsmelt",0
"676",2006,"Tuna, albacore",0
"677",2006,"Tuna, bigeye",0
"678",2006,"Tuna, bluefin",924
"679",2006,"Tuna, skipjack",1190
"680",2006,"Tuna, unspecified",0
"681",2006,"Tuna, yellowfin",0
"682",2006,"Turbot",0
"683",2006,"Turbot, curlfin",0
"684",2006,"Wahoo",0
"685",2006,"Whitefish, ocean",0
"686",2006,"Whiting, Pacific",0
"687",2006,"Wrasse, rock",15
"688",2006,"Yellowtail",0
"689",2007,"Anchovy, northern",0
"690",2007,"Barracuda, California",1096
"691",2007,"Bass, giant sea",0
"692",2007,"Blacksmith",0
"693",2007,"Bonito, Pacific",0
"694",2007,"Butterfish (Pacific pompano)..",0
"695",2007,"Cabezon",0
"696",2007,"Carp",0
"697",2007,"Corvina, shortfin",61
"698",2007,"Croaker, unspecifed",0
"699",2007,"Croaker, white",0
"700",2007,"Dolphin (fish)",0
"701",2007,"Eel",75
"702",2007,"Eel, California moray",0
"703",2007,"Eel, monkeyface (prickleback)",51
"704",2007,"Escolar",872
"705",2007,"Fish, unspecified",10
"706",2007,"Flounder, arrowtooth",0
"707",2007,"Flounder, starry",0
"708",2007,"Flounder, unspecified",624
"709",2007,"Goby, yellowfin",1121
"710",2007,"Greenling, kelp",0
"711",2007,"Greenling, rock",1
"712",2007,"Grenadier",0
"713",2007,"Guitarfish, shovelnose",0
"714",2007,"Hagfishes",0
"715",2007,"Halfmoon",0
"716",2007,"Halibut, California",0
"717",2007,"Halibut, Pacific",0
"718",2007,"Herring, Pacific",0
"719",2007,"Herring, Pacific - roe",0
"720",2007,"Herring, Pacific - roe on kelp",0
"721",2007,"Jacksmelt",0
"722",2007,"Kelpfish, giant",2
"723",2007,"Lingcod",0
"724",2007,"Lizardfish, California",215
"725",2007,"Louvar",414
"726",2007,"Mackerel, jack",0
"727",2007,"Mackerel, Pacific",0
"728",2007,"Mackerel, unspecified",1012
"729",2007,"Midshipman, plainfin",334
"730",2007,"Oilfish",34
"731",2007,"Opah",0
"732",2007,"Opaleye",11
"733",2007,"Pomfret, Pacific",178
"734",2007,"Queenfish",0
"735",2007,"Ratfish, spotted",160
"736",2007,"Ray, bat",0
"737",2007,"Ray, Pacific electric",440
"738",2007,"Ray, unspecified",818
"739",2007,"Rockfish, aurora",0
"740",2007,"Rockfish, bank",0
"741",2007,"Rockfish, black",0
"742",2007,"Rockfish, black-and-yellow",0
"743",2007,"Rockfish, blackgill",0
"744",2007,"Rockfish, blue",0
"745",2007,"Rockfish, bocaccio",0
"746",2007,"Rockfish, bronzespotted",90
"747",2007,"Rockfish, brown",0
"748",2007,"Rockfish, canary",0
"749",2007,"Rockfish, chilipepper",0
"750",2007,"Rockfish, China",0
"751",2007,"Rockfish, copper",0
"752",2007,"Rockfish, cowcod",0
"753",2007,"Rockfish, darkblotched",0
"754",2007,"Rockfish, flag",266
"755",2007,"Rockfish, gopher",0
"756",2007,"Rockfish, grass",0
"757",2007,"Rockfish, greenblotched",1900
