REGION,PUERTO DESEMBARQUE,ESPECIE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
5,QUINTERO,CORVINA,9,4, -   ,2, -   ,20,22,22,5,1,4,2,1, -   , -   
5,QUINTERO,DORADO DE ALTURA, -   , -   , -   , -   ,15,10,5,3,14,17,6, -   , -   , -   , -   
5,QUINTERO,ENTEROMORPHA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,36, -   , -   
5,QUINTERO,ERIZO,33,7,17,12, -   ,13,29,18,12,23,34,25,12,16,18
5,QUINTERO,GAMBA,31,110,87,55,45,45,10,26,24,10,12,7,4,15,5
5,QUINTERO,HUIRO,791,554,559,775,816,127,483,82,181,526,180,182,207,290,486
5,QUINTERO,HUIRO PALO,903,632,918,930,5103,804,65,66,230,2844,3860,2978,2991,3915,6797
5,QUINTERO,JAIBA, -   , -   , -   , -   , -   ,7, -   ,3,9,12,1,10, -   , -   , -   
5,QUINTERO,JAIBA LIMON, -   , -   , -   , -   , -   , -   , -   ,3, -   , -   , -   , -   , -   ,3,4
5,QUINTERO,JAIBA MARMOLA, -   , -   , -   , -   , -   , -   , -   ,29, -   , -   , -   , -   ,5, -   , -   
5,QUINTERO,JAIBA MORA,16,16,1, -   , -   ,27,17,20,20,25,17,9,4,12,4
5,QUINTERO,JAIBA PELUDA O PACHONA,15,19, -   , -   , -   ,26,21,29,26,28,26,4,7,10,5
5,QUINTERO,JAIBA REMADORA, -   ,1, -   , -   , -   , -   , -   ,14,12,13,12,8,9,17,38
5,QUINTERO,JERGUILLA, -   , -   , -   , -   , -   , -   ,2,4,3,4,3,4,1, -   , -   
5,QUINTERO,JIBIA O CALAMAR ROJO, -   ,2,4,108,486,267,201,6,2, -   ,2136,6028,6692,9717,21926
5,QUINTERO,JUREL,2,8,55,221,184,227,40,238,159,604,305,47,49,16,15
5,QUINTERO,LANGOSTINO AMARILLO, -   , -   , -   ,3, -   ,19,35, -   , -   , -   , -   , -   , -   , -   ,1
5,QUINTERO,LANGOSTINO COLORADO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3,6,1
5,QUINTERO,LAPA,131,103, -   ,12,95,77,9,2,101,34,52,40, -   , -   ,3
5,QUINTERO,LAPA NEGRA,14,26,15,21,18,4,16,36,12,1,6,2,47,43,15
5,QUINTERO,LAPA REINA, -   , -   ,1,3,4, -   , -   , -   , -   , -   , -   , -   ,1,1, -   
5,QUINTERO,LAPA ROSADA,5,8,6,11,13,1,3, -   ,1,1,3,30,10,1,3
5,QUINTERO,LECHUGUILLA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,12, -   , -   
5,QUINTERO,LENGUADO , -   , -   , -   , -   ,12,11,4,6,4, -   ,3,2, -   , -   , -   
5,QUINTERO,LENGUADO DE OJOS CHICOS,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,QUINTERO,LENGUADO FINO, -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   
5,QUINTERO,LENGUADO OJOS CHICOS, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
5,QUINTERO,LISA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   
5,QUINTERO,LOCO,55,161,169,39,126,68,23,35,29,14,17,21,12,3,6
5,QUINTERO,LUGA CUCHARA O CORTA, -   , -   , -   , -   , -   , -   , -   ,2,2, -   , -   , -   , -   ,7,60
5,QUINTERO,LUGA NEGRA O CRESPA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   ,5
5,QUINTERO,LUGA-ROJA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,22
5,QUINTERO,MACHA, -   ,17, -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   
5,QUINTERO,MACHUELO O TRITRE,16, -   ,6,20, -   , -   , -   ,2,121,10,2, -   ,26, -   , -   
5,QUINTERO,MERLUZA COMUN,2835,1437,843,263,383,139,9,99,53,24,74,67,56,94,279
5,QUINTERO,NAVAJUELA, -   , -   ,1, -   , -   , -   , -   , -   ,1,5,3,1, -   , -   , -   
5,QUINTERO,PALOMETA,17,23,15,7, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,QUINTERO,PAMPANITO, -   , -   , -   , -   , -   , -   , -   , -   ,30,8, -   , -   , -   , -   , -   
5,QUINTERO,PEJEGALLO, -   ,1, -   ,5, -   ,14,5,5,5,1,4,4,1, -   ,2
5,QUINTERO,PEJEPERRO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
5,QUINTERO,PEJESAPO, -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   
5,QUINTERO,PELILLO, -   , -   , -   , -   , -   , -   , -   ,81, -   , -   , -   , -   ,6, -   , -   
5,QUINTERO,PICOROCO,29,9, -   , -   , -   ,9,12,18,11,15,10,17,15,12,17
5,QUINTERO,PIURE,18,13, -   , -   ,1,7,3,8,5,4,5,5,1,1, -   
5,QUINTERO,PULPO, -   , -   , -   , -   , -   , -   , -   , -   ,3, -   , -   , -   , -   , -   , -   
5,QUINTERO,RAYA VOLANTIN,11, -   , -   , -   ,1, -   ,30, -   , -   , -   , -   , -   , -   , -   , -   
5,QUINTERO,REINETA,169,311, -   ,68, -   , -   , -   , -   , -   , -   , -   ,1,1,1, -   
5,QUINTERO,ROLLIZO, -   , -   , -   , -   , -   ,2, -   ,1, -   ,2, -   , -   , -   , -   , -   
5,QUINTERO,RONCACHO, -   , -   , -   , -   , -   , -   , -   , -   , -   ,8, -   , -   , -   , -   , -   
5,QUINTERO,SARDINA COMUN,16,33,4, -   , -   , -   , -   , -   , -   , -   , -   , -   ,4, -   ,3
5,QUINTERO,SARDINA ESPAÑOLA,722,297,379,445,113,145,136,218,55,8, -   , -   , -   , -   , -   
5,QUINTERO,SIERRA,90,56,40,2, -   ,51,51,54,37,37,36,24,22,15,10
5,QUINTERO,TIBURON O MARRAJO,5,1,1,2, -   , -   ,1,5,1,4, -   , -   , -   , -   , -   
5,QUINTERO,TIBURON O MARRAJO DENTUDO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
5,QUINTERO,TOLLO,1,1, -   , -   , -   ,12,4,6, -   , -   , -   , -   , -   , -   , -   
5,QUINTERO,"VIDRIOLA, PALOMETA, DORADO O TOREMO", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1,19,14,17,9
5,QUINTERO,VIEJA O MULATA, -   , -   , -   , -   ,7,8,1,8,1,3,4,3, -   , -   ,1
5,SAN ANTONIO,ALBACORA O PEZ ESPADA,218,119,274,76,122,289,290,115,377,467,814,565,545,386, -   
5,SAN ANTONIO,ALBACORA O PEZ ESPADA / IVI HEHEU, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,791
5,SAN ANTONIO,ALMEJA,67,66,1,47,31,17,19,30,24,25,7,4,3,6,6
5,SAN ANTONIO,ANCHOVETA,2797,2290,1281,1534,3574,11175,11886,13248,10161,1566,5421,2338,2409,4450,3423
5,SAN ANTONIO,ANGUILA,54,1, -   ,5, -   ,22, -   , -   , -   , -   , -   , -   , -   ,1, -   
5,SAN ANTONIO,ATUN ALETA AMARILLA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   
5,SAN ANTONIO,ATUN ALETA AMARILLA / KAHI AVE AVE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
5,SAN ANTONIO,ATUN ALETA LARGA, -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   ,1,1, -   ,2
5,SAN ANTONIO,ATUN CHAUCHERA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
5,SAN ANTONIO,AZULEJO, -   , -   , -   , -   , -   ,1, -   , -   , -   ,1,2, -   , -   , -   ,6
5,SAN ANTONIO,BACALADILLO O MOTE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,958,4997,3160, -   
5,SAN ANTONIO,BACALAO DE PROFUNDIDAD,98,85,95,186,122,51,38,23,32,63,30,32,18,39,57
5,SAN ANTONIO,BESUGO,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,SAN ANTONIO,BLANQUILLO,2,1, -   , -   ,2,2, -   , -   , -   , -   ,1,1, -   , -   ,1
5,SAN ANTONIO,BONITO, -   ,4, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,SAN ANTONIO,BRECA O BILAGAY, -   , -   , -   , -   , -   , -   ,1,1, -   ,2,1,1, -   , -   , -   
5,SAN ANTONIO,CABALLA, -   ,1,522,1,791,326,86,1023,25,671,3883,94,143, -   , -   
5,SAN ANTONIO,CABINZA, -   , -   , -   ,82,91,213, -   , -   , -   ,49, -   ,35, -   , -   , -   
5,SAN ANTONIO,CABRILLA, -   , -   , -   , -   ,14, -   , -   , -   , -   ,1, -   , -   , -   , -   , -   
5,SAN ANTONIO,CABRILLA COMUN,1, -   , -   , -   ,9, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,SAN ANTONIO,CABRILLA ESPAÑOLA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
5,SAN ANTONIO,CAMARON NAILON,17, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,33
5,SAN ANTONIO,CARACOL TEGULA, -   ,3, -   , -   , -   , -   , -   , -   ,4,3, -   , -   , -   ,1, -   
5,SAN ANTONIO,CHASCA, -   , -   , -   , -   , -   ,2,2,1,7,1,1, -   , -   ,10,286
5,SAN ANTONIO,CHASCON O HUIRO NEGRO,158,115,516,658,1312,792,272,502,689,1934,3953,2122,2169,2071,1101
5,SAN ANTONIO,CHOLGA, -   ,8, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,SAN ANTONIO,CHORITO, -   ,6, -   , -   ,1,3,2, -   ,3, -   , -   , -   , -   ,1, -   
5,SAN ANTONIO,CHORO,108,44,1,6,10,2, -   ,2,24,22,4,6,2,60,53
5,SAN ANTONIO,COCHAYUYO,4, -   , -   , -   ,6,4,42,29,36,29,149,163,87,120,73
5,SAN ANTONIO,COJINOBA DEL NORTE,76,160,121,26, -   ,5,4, -   , -   ,2,2,1, -   ,11, -   
5,SAN ANTONIO,COJINOBA DEL NORTE / PIAFRI, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,19
5,SAN ANTONIO,CONGRIO COLORADO,55,45,24,2,34,33,37,53,47,43,33,85,50,45,50
5,SAN ANTONIO,CONGRIO DORADO,89,148,21,9,35, -   ,2, -   ,1, -   ,1,4, -   , -   , -   
5,SAN ANTONIO,CONGRIO NEGRO,117,332,107,59,151,56,65,81,43,61,26,62,96,77,58
5,SAN ANTONIO,CORVINA,95,106,1,3,97,36,55,52,62,60,54,38,80,55,72
5,SAN ANTONIO,CULENGUE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,23, -   , -   , -   , -   
5,SAN ANTONIO,DORADO DE ALTURA, -   , -   , -   , -   ,2,1, -   , -   ,1,1,1, -   , -   , -   , -   
5,SAN ANTONIO,ERIZO, -   ,6,1, -   ,8, -   ,2,11,13,12,1,2,3,7,7
5,SAN ANTONIO,GAMBA, -   ,2, -   , -   , -   ,2, -   , -   , -   , -   , -   ,3, -   , -   , -   
5,SAN ANTONIO,HUIRO,29,30,60,28,67,60,113,529,390,107,159,229,78,68,143
5,SAN ANTONIO,HUIRO PALO,21,3,247,92,1948,268,57,188,437,218,472,469,422,337,142
5,SAN ANTONIO,JAIBA, -   , -   ,1, -   ,1, -   , -   ,12,1, -   , -   , -   , -   , -   , -   
5,SAN ANTONIO,JAIBA LIMON, -   , -   , -   , -   , -   , -   , -   ,1,6,1,2,1, -   ,102,132
5,SAN ANTONIO,JAIBA MARMOLA, -   , -   , -   , -   , -   , -   , -   ,43,118,79,75,264,53,75,2
5,SAN ANTONIO,JAIBA MORA,7,8, -   , -   ,17,8,4,17,33,6,7,5,2,7,3
5,SAN ANTONIO,JERGUILLA, -   ,2, -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,SAN ANTONIO,JIBIA O CALAMAR ROJO, -   ,14,284,692,2527,4351,4187,7715,7038,3438,13028,27573,27309,24818,32427
5,SAN ANTONIO,JUREL,769,1465,4911,1354,5605,2476,5051,3478,507,2531,6405,120,335,6,11
5,SAN ANTONIO,LANGOSTINO AMARILLO, -   , -   , -   , -   ,21,48, -   ,26,3, -   , -   , -   , -   , -   , -   
5,SAN ANTONIO,LANGOSTINO COLORADO, -   , -   , -   , -   , -   , -   , -   , -   ,16, -   , -   , -   , -   , -   , -   
5,SAN ANTONIO,LAPA,48,22, -   ,3,21,6,78,64,15,22,3,9, -   , -   , -   
5,SAN ANTONIO,LAPA NEGRA, -   ,1,4, -   , -   , -   , -   , -   , -   , -   , -   , -   ,8,6,3
5,SAN ANTONIO,LAPA REINA, -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,SAN ANTONIO,LAPA ROSADA, -   ,3,1,1, -   , -   , -   , -   , -   , -   , -   , -   ,1,1, -   
5,SAN ANTONIO,LECHUGUILLA, -   , -   , -   , -   , -   , -   ,1,1,27, -   , -   , -   ,1, -   , -   
5,SAN ANTONIO,LENGUADO, -   , -   , -   , -   , -   , -   ,1,4,8,2,2, -   , -   , -   , -   
5,SAN ANTONIO,LENGUADO DE OJOS CHICOS,37,10, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3
5,SAN ANTONIO,LENGUADO OJOS CHICOS, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   
5,SAN ANTONIO,LISA,58,64, -   ,14,8,9,7,13,9,10,7,14,12,6,7
5,SAN ANTONIO,LOCO,9,44,53,7,2,13,15,14,7,6,1, -   ,2, -   , -   
5,SAN ANTONIO,LUGA CUCHARA O CORTA, -   , -   , -   , -   , -   ,3, -   ,10,32,20,3,77,14,12,8
5,SAN ANTONIO,LUGA NEGRA O CRESPA, -   , -   ,15,2,5,4,12,4,11,11,2,2, -   ,2, -   
5,SAN ANTONIO,LUGA-LUGA,20, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,SAN ANTONIO,LUGA-ROJA, -   , -   , -   , -   , -   ,6, -   , -   , -   , -   , -   , -   , -   , -   ,2
5,SAN ANTONIO,MACHA, -   ,20, -   , -   ,10, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,SAN ANTONIO,MACHUELO O TRITRE,731,3154,1286,274,821,247,201,193,772,71,840,260,1215,374,72
5,SAN ANTONIO,MERLUZA COMUN,2410,7359,5388,3596,1942,1344,1250,1183,1062,1224,1653,1597,2268,1976,1050
5,SAN ANTONIO,MERLUZA DE COLA, -   , -   ,2, -   ,276, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,SAN ANTONIO,NANUE, -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,SAN ANTONIO,PALOMETA,1,1, -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,SAN ANTONIO,PAMPANITO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,6,16,4, -   
5,SAN ANTONIO,PEJEGALLO,3,83,2,2,93,104,76,46,55,29,19,15,19,11,22
5,SAN ANTONIO,PEJERREY DE MAR, -   ,31, -   , -   ,5,1, -   ,3, -   , -   , -   , -   , -   , -   , -   
5,SAN ANTONIO,PEJESAPO,1, -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   
5,SAN ANTONIO,PELILLO, -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   
5,SAN ANTONIO,PESCADO NO CLASIFICADO, -   ,2, -   ,2,5,33,8,1,8,1,1,12,16,3, -   
5,SAN ANTONIO,PICHIBUENO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
5,SAN ANTONIO,PICOROCO,1, -   ,3, -   , -   , -   , -   ,5,2, -   , -   ,2, -   , -   , -   
5,SAN ANTONIO,PIURE,36,18,1,2,3,1,1,6,4,2, -   ,1,1,1,1
5,SAN ANTONIO,PULPO, -   , -   ,3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,SAN ANTONIO,RAYA ESPINOSA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,12,48, -   
5,SAN ANTONIO,RAYA NEGRA, -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   
5,SAN ANTONIO,RAYA VOLANTIN,190,132,79,36,8,15,54,187,147,72,139,372,818,226,5
5,SAN ANTONIO,REINETA,555,3460,9,68,85,165,35,32,13,17,17,43,74,11,25
5,SAN ANTONIO,ROBALO,18,7, -   ,3, -   , -   ,8,5,2,1,10,14,11,6,3
5,SAN ANTONIO,ROLLIZO,4, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,SAN ANTONIO,RONCACHO, -   , -   , -   , -   , -   , -   ,67, -   , -   ,12,104,104, -   , -   , -   
5,SAN ANTONIO,SARDINA COMUN, -   ,713,11,50,153,1362,2628,1620,1972,540,3279,12437,9666,5147,8934
5,SAN ANTONIO,SARDINA ESPAÑOLA,6296,271,717,100,47,1220, -   , -   ,11,1,1, -   ,13, -   , -   
5,SAN ANTONIO,SIERRA,8,39,3, -   ,45,26,16,39,30,63,59,23,19,45,58
5,SAN ANTONIO,TIBURON O MARRAJO,9,8,2,7,16,10,11,3,5,7,7,4, -   ,1, -   
5,SAN ANTONIO,TIBURON O MARRAJO DENTUDO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,17
5,SAN ANTONIO,TIBURON SARDINERO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
5,SAN ANTONIO,TOLLO,15,11,3, -   ,1,1,20,6,2, -   , -   , -   , -   ,1,1
5,SAN ANTONIO,"VIDRIOLA, PALOMETA, DORADO O TOREMO", -   , -   , -   , -   ,2, -   , -   , -   , -   ,1, -   ,1,7,4,11
5,SAN ANTONIO,VIEJA O MULATA,7, -   ,1, -   , -   , -   , -   ,3,1, -   ,2,1, -   , -   , -   
5,VALPARAISO,AGUJILLA,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,VALPARAISO,ALBACORA O PEZ ESPADA,61,3,99,20,84,98,114,18,62,20,5,32, -   ,5, -   
5,VALPARAISO,ALMEJA,1, -   , -   ,2,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,VALPARAISO,ANCHOVETA,140, -   ,4,2, -   , -   ,1,1, -   , -   , -   , -   , -   , -   , -   
5,VALPARAISO,ANGUILA,43,24,5,29,53,39,51,42,68,53,38,65,83,61,70
5,VALPARAISO,ATUN ALETA AMARILLA,70,63, -   ,38,57,30,33,67,64,43,26,1,16,1, -   
5,VALPARAISO,ATUN ALETA AMARILLA / KAHI AVE AVE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
5,VALPARAISO,ATUN ALETA AZUL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   
5,VALPARAISO,ATUN ALETA LARGA, -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   
5,VALPARAISO,ATUN OJOS GRANDES,1, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,VALPARAISO,AZULEJO,2,5,3,6,36,48,58,27,16,23,2,1,5,1, -   
5,VALPARAISO,BACALAO DE J.FERNANDEZ,7,10,1, -   ,9,2, -   , -   ,3,1, -   , -   , -   , -   , -   
5,VALPARAISO,BACALAO DE PROFUNDIDAD,89,93,60,22,97,14,43,13, -   ,13,3,7,4,2,3
5,VALPARAISO,BESUGO, -   , -   , -   ,1,4,1, -   , -   , -   , -   ,1, -   , -   , -   , -   
5,VALPARAISO,BLANQUILLO, -   ,1, -   ,1,7,13,3,3,1,1, -   , -   ,1, -   ,1
5,VALPARAISO,BONITO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
5,VALPARAISO,BRECA O BILAGAY,45,46,4,6,57,44,34,60,86,62,53,94,107,96,90
5,VALPARAISO,CABALLA, -   ,3, -   ,23,26,39,18,3,1,16,25,34,18,5, -   
5,VALPARAISO,CABINZA, -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,VALPARAISO,CABRILLA, -   , -   ,1, -   ,10,4,2,1,6,6,5,2,6,3, -   
5,VALPARAISO,CABRILLA COMUN,14,16,1, -   ,1,2, -   , -   , -   ,1, -   , -   , -   , -   ,1
5,VALPARAISO,CACHURRETA, -   , -   , -   , -   ,1,5,2, -   , -   , -   , -   , -   ,1, -   , -   
5,VALPARAISO,CALAMAR, -   , -   ,6,15, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,VALPARAISO,CAMARON DE ROCA, -   , -   , -   , -   ,10,10,10,9,8,7,8,4,1,2, -   
5,VALPARAISO,CAMARON NAILON,52, -   ,35,118,66,116,145,256,254,294,271,185,253,241, -   
5,VALPARAISO,CANGREJO DORADO DE J. FERNANDEZ,13,25,2,19,41,10,2,3,4, -   , -   , -   ,9,5,8
5,VALPARAISO,CANQUE , -   , -   , -   , -   ,10,9,4,5,1,3,1,1,1,1,2
5,VALPARAISO,CARACOL TEGULA,32,61, -   ,2,10,6,7,14,9,4,5,7, -   ,2, -   
5,VALPARAISO,CARACOL TRUMULCO,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,VALPARAISO,CHASCA, -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   
5,VALPARAISO,CHASCON O HUIRO NEGRO, -   , -   , -   , -   , -   , -   , -   , -   ,18,451,852,243,1084,109,66
5,VALPARAISO,CHICOREA DE MAR, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,68
5,VALPARAISO,CHORITO,11, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,VALPARAISO,CHORO,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,VALPARAISO,COCHAYUYO, -   , -   , -   , -   , -   , -   , -   ,4,5,14, -   ,45,21,81,40
5,VALPARAISO,COJINOBA DEL NORTE,4,18,1,4,11,1,2,3,4,3,1,12, -   ,2, -   
5,VALPARAISO,COJINOBA MOTEADA, -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   
5,VALPARAISO,CONGRIO COLORADO,55,26,1, -   ,17,29,20,26,19,26,17,19,16,13,7
5,VALPARAISO,CONGRIO DORADO, -   ,7,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,VALPARAISO,CONGRIO NEGRO,70,48,7,8,2,11,10,11,10,17,11,7,24,18,13
5,VALPARAISO,CORVINA,18,6,1, -   , -   ,4,1,2,3,4,1, -   ,2,2, -   
5,VALPARAISO,CRUSTACEO NO CLASIFICADO,3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,VALPARAISO,DORADO, -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,VALPARAISO,ERIZO,24,39, -   , -   , -   ,20,16,26,21,23,14,14,24,15,18
5,VALPARAISO,GAMBA,6,3,57,48,93,17,15,44,46,27,36,7,18,12, -   
5,VALPARAISO,HUIRO, -   , -   , -   , -   , -   , -   , -   , -   ,5,1, -   ,12,9,74,22
5,VALPARAISO,HUIRO PALO, -   , -   , -   , -   , -   , -   , -   , -   ,10,418,93,64,10,37,245
5,VALPARAISO,JAIBA, -   , -   , -   ,3,4,1, -   , -   , -   , -   , -   , -   , -   , -   , -   
5,VALPARAISO,JAIBA LIMON,28,16,7,5,65,57,71,78,47,44,25,18,29,20,8
5,VALPARAISO,JAIBA MARMOLA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
5,VALPARAISO,JAIBA MORA,102,20,5, -   ,1,14,15,15,13,12,11,6, -   ,1,1
5,VALPARAISO,JAIBA PELUDA O PACHONA, -   , -   , -   , -   ,11, -   , -   ,1,1, -   ,1,1,3, -   ,1
5,VALPARAISO,JAIBA REMADORA, -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,VALPARAISO,JERGUILLA,6,5, -   , -   ,2,1, -   , -   ,2,9,1,2,2,1,3
5,VALPARAISO,JIBIA O CALAMAR ROJO, -   ,6,89,1146,3156,4839,5152,4072,7107,3240,11274,28236,21797,15215,8584
5,VALPARAISO,JUREL,43,261,65,77,152,118,289,176,75,268,145,260,120,84,7
5,VALPARAISO,JUREL DE JUAN FERNANDEZ, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,28
5,VALPARAISO,KONSO, -   , -   , -   , -   ,2,2,11,6,7,10,6, -   , -   , -   , -   
5,VALPARAISO,LANGOSTA DE J. FERNANDEZ, -   , -   , -   , -   ,47, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,VALPARAISO,LANGOSTA DE J.FERNANDEZ,17,21,9,1, -   ,54,45,50,57,58,72,106,100,88,90
5,VALPARAISO,LANGOSTINO AMARILLO,25, -   ,10, -   ,12, -   , -   ,15,14,18,2,16,16,189, -   
5,VALPARAISO,LANGOSTINO COLORADO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1,5, -   ,136, -   
5,VALPARAISO,LAPA,201,103,11,77,77,33,328,598,537,349,119,28, -   , -   , -   
5,VALPARAISO,LAPA NEGRA, -   , -   ,2,8,8,1,2,5,2, -   ,10, -   ,42,41,26
5,VALPARAISO,LAPA REINA, -   , -   ,2,3, -   , -   , -   ,4,1, -   ,4, -   ,8,3,2
5,VALPARAISO,LAPA ROSADA, -   , -   ,1,8,2,1,2,2,4, -   ,5, -   ,5,1,2
5,VALPARAISO,LENGUADO, -   , -   , -   , -   , -   ,2,2,2,3,5,3, -   , -   , -   , -   
5,VALPARAISO,LENGUADO DE OJOS CHICOS,9,22, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,VALPARAISO,LENGUADO FINO, -   , -   , -   , -   , -   ,7, -   , -   , -   , -   , -   , -   , -   , -   , -   
5,VALPARAISO,LENGUADO OJOS CHICOS, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
5,VALPARAISO,LISA, -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
5,VALPARAISO,LOCO,4,40,32,4,7,12,10,22,13,4, -   , -   ,5,2, -   
5,VALPARAISO,LUGA CUCHARA O CORTA, -   , -   , -   , -   , -   ,10, -   , -   , -   ,34, -   ,7,54,7, -   
5,VALPARAISO,LUGA-ROJA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,23
5,VALPARAISO,MACHUELO O TRITRE, -   ,1, -   ,18,15,6,3, -   ,8, -   , -   , -   , -   , -   , -   
